年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2023,12,市区町村,観光来訪者数,18,福井県,18206,勝山市,67364
2023,12,市区町村,観光来訪者数,18,福井県,18207,鯖江市,14742
2023,12,市区町村,観光来訪者数,18,福井県,18208,あわら市,20542
2023,12,市区町村,観光来訪者数,18,福井県,18209,越前市,27969
2023,12,市区町村,観光来訪者数,18,福井県,18210,坂井市,66134
2023,12,市区町村,観光来訪者数,18,福井県,18322,永平寺町,31543
2023,12,市区町村,観光来訪者数,18,福井県,18382,池田町,1211
2023,12,市区町村,観光来訪者数,18,福井県,18404,南越前町,13439
2023,12,市区町村,観光来訪者数,18,福井県,18423,越前町,29883
2023,12,市区町村,観光来訪者数,18,福井県,18442,美浜町,6847
2023,12,市区町村,観光来訪者数,18,福井県,18481,高浜町,18688
2023,12,市区町村,観光来訪者数,18,福井県,18483,おおい町,15034
2023,12,市区町村,観光来訪者数,18,福井県,18501,若狭町,20852
